CLDI	PUB	loc	no	raw_translit	normalized_translit	annotations	transli_entities	entities
P212095	Hermitage 3, 152	@reverse	4	mu us2-sa ur-bi2-lum{ki} ba-hul	mu us2-sa ur-bi2-lum{ki} ba-hul		mu(year) us2-sa ur-bi2-lum{ki} ba-hul	us2-sa
P211721	Hermitage 3, 153	@reverse	6	mu ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	mu ki-mac{ki} u3 hu-ur5-ti{ki} ba-hul		mu(year) ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	hu-ur5-ti{ki}
P212092	Hermitage 3, 154	@reverse	6	mu us2-sa ur-bi2-lum{ki} ba-hul	mu us2-sa ur-bi2-lum{ki} ba-hul		mu(year) us2-sa ur-bi2-lum{ki} ba-hul	us2-sa
P212048	Hermitage 3, 155	@reverse	5	mu ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	mu ki-mac{ki} u3 hu-ur5-ti{ki} ba-hul		mu(year) ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	hu-ur5-ti{ki}
P212136	Hermitage 3, 156	@reverse	4	mu ki-masz{ki} ba-hul	mu ki-mac{ki} ba-hul		mu(year) ki-masz{ki} ba-hul	
P211684	Hermitage 3, 157	@reverse	8	mu us2-sa ur-bi2-lum{ki} ba-hul	mu us2-sa ur-bi2-lum{ki} ba-hul		mu(year) us2-sa ur-bi2-lum{ki} ba-hul	us2-sa
P212141	Hermitage 3, 158	@reverse	4	mu us2-sa ur-bi2-lum{ki} ba-hul	mu us2-sa ur-bi2-lum{ki} ba-hul		mu(year) us2-sa ur-bi2-lum{ki} ba-hul	us2-sa
P211610	Hermitage 3, 159	@reverse	5	mu us2-sa ur-bi2-lum{ki} ba-hul	mu us2-sa ur-bi2-lum{ki} ba-hul		mu(year) us2-sa ur-bi2-lum{ki} ba-hul	us2-sa
P212125	Hermitage 3, 160	@left	1	1(gesz'u) 1(gesz2) 3(u) la2 1(disz@t)	1(gec'u) 1(gec2) 3(u) la2 1(dic@t)			
P211683	Hermitage 3, 161	@reverse	7	mu us2-sa ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	mu us2-sa ki-mac{ki} u3 hu-ur5-ti{ki} ba-hul		mu(year) us2-sa ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	us2-sa
P212073	Hermitage 3, 162	@left	1	u4 2(u) 3(disz)-kam	u4 2(u) 3(dic)-kam			
P211478	Hermitage 3, 163	@reverse	7	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P211677	Hermitage 3, 164	@reverse	2	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P212181	Hermitage 3, 165	@reverse	5	mu us2-sa ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	mu us2-sa ki-mac{ki} u3 hu-ur5-ti{ki} ba-hul		mu(year) us2-sa ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	us2-sa
P211682	Hermitage 3, 166	@reverse	10	mu us2-sa ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	mu us2-sa ki-mac{ki} u3 hu-ur5-ti{ki} ba-hul		mu(year) us2-sa ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	us2-sa
P212055	Hermitage 3, 167	@reverse	2	mu us2-sa ki-masz ba-hul	mu us2-sa ki-mac ba-hul		mu(year) us2-sa ki-masz ba-hul	
P211589	Hermitage 3, 168	@reverse	4	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P211731	Hermitage 3, 169	@reverse	9	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P212188	Hermitage 3, 170	@reverse	2	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P212105	Hermitage 3, 171	@reverse	6	mu us2-sa ki-masz{ki} hu-ur5-ti{ki} ba-hul	mu us2-sa ki-mac{ki} hu-ur5-ti{ki} ba-hul		mu(year) us2-sa ki-masz{ki} hu-ur5-ti{ki} ba-hul	
P212140	Hermitage 3, 172	@reverse	5	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P212101	Hermitage 3, 173	@reverse	5	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P212116	Hermitage 3, 175	@reverse	6	mu us2-sa ki-masz{ki} hu-ur5-ti{ki} ba-hul	mu us2-sa ki-mac{ki} hu-ur5-ti{ki} ba-hul		mu(year) us2-sa ki-masz{ki} hu-ur5-ti{ki} ba-hul	
P212121	Hermitage 3, 176	@reverse	6	mu us2-sa ki-masz{ki} hu-ur5-ti{ki} ba-hul	mu us2-sa ki-mac{ki} hu-ur5-ti{ki} ba-hul		mu(year) us2-sa ki-masz{ki} hu-ur5-ti{ki} ba-hul	
P211847	Hermitage 3, 177	@column 2	1	2(u) 2(disz) udu	2(u) 2(dic) udu			
P212113	Hermitage 3, 178	@reverse	7	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P212057	Hermitage 3, 179	@reverse	4	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P212102	Hermitage 3, 180	@reverse	7	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P211512	Hermitage 3, 181	@reverse	4	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P212132	Hermitage 3, 182	@reverse	10	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P211673	Hermitage 3, 183	@reverse	9	mu us2-sa ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	mu us2-sa ki-mac{ki} u3 hu-ur5-ti{ki} ba-hul		mu(year) us2-sa ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	us2-sa
P212052	Hermitage 3, 184	@reverse	6	mu ha-ar-szi{ki} ki-masz{ki} hu-ur-ti{ki} u3 ma-da-bi u4 1(disz)-a ba-hul	mu ha-ar-ci{ki} ki-mac{ki} hu-ur-ti{ki} u3 ma-da-bi u4 1(dic)-a ba-hul		mu(year) ha-ar-szi{ki} ki-masz{ki} hu-ur-ti{ki} u3 ma-da-bi u4 1(disz)-a ba-hul	ma-da-bi
P212075	Hermitage 3, 185	@reverse	10	mu ha-ar-szi{ki} ki-masz{ki} hu-ur-ti{ki} u3 ma-da-bi u4 1(asz)-a ba-hul	mu ha-ar-ci{ki} ki-mac{ki} hu-ur-ti{ki} u3 ma-da-bi u4 1(ac)-a ba-hul		mu(year) ha-ar-szi{ki} ki-masz{ki} hu-ur-ti{ki} u3 ma-da-bi u4 1(asz)-a ba-hul	ma-da-bi
P211479	Hermitage 3, 186	@reverse	9	mu ha-ar-szi{ki} ki-masz{ki} ba-hul	mu ha-ar-ci{ki} ki-mac{ki} ba-hul		mu(year) ha-ar-szi{ki} ki-masz{ki} ba-hul	
P211658	Hermitage 3, 187	@reverse	4	mu ha-ar-szi{ki} u3 ki-masz{ki} ba-hul	mu ha-ar-ci{ki} u3 ki-mac{ki} ba-hul		mu(year) ha-ar-szi{ki} u3 ki-masz{ki} ba-hul	ki-masz{ki}
P212028	Hermitage 3, 188	@left	1	u4 3(u) la2 1(disz@t)-kam	u4 3(u) la2 1(dic@t)-kam			
P212068	Hermitage 3, 189	@left	1	u4 1(u) 4(disz)-kam	u4 1(u) 4(dic)-kam			
P212067	Hermitage 3, 190	@left	1	u4 1(u) 8(disz)-kam	u4 1(u) 8(dic)-kam			
P211662	Hermitage 3, 191	@reverse	4	mu ha-ar-szi{ki} ki-masz{ki} ba-hul	mu ha-ar-ci{ki} ki-mac{ki} ba-hul		mu(year) ha-ar-szi{ki} ki-masz{ki} ba-hul	
P212133	Hermitage 3, 192	@reverse	10	mu {d}amar-{d}suen lugal	mu {d}amar-{d}suen lugal		mu(year) {d}amar-{d}suen lugal	{d}amar-{d}suen
P211603	Hermitage 3, 193	@reverse	6	mu {d}amar-{d}suen lugal	mu {d}amar-{d}suen lugal		mu(year) {d}amar-{d}suen lugal	{d}amar-{d}suen
P211503	Hermitage 3, 194	@reverse	6	mu {d}amar-{d}suen lugal	mu {d}amar-{d}suen lugal		mu(year) {d}amar-{d}suen lugal	{d}amar-{d}suen
P211477	Hermitage 3, 196	@left	1	u4 1(disz)-kam	u4 1(dic)-kam			
P212130	Hermitage 3, 197	@reverse	5	mu {d}amar-{d}suen lugal	mu {d}amar-{d}suen lugal		mu(year) {d}amar-{d}suen lugal	{d}amar-{d}suen
P212096	Hermitage 3, 198	@reverse	6	mu {d}amar-{d}suen lugal	mu {d}amar-{d}suen lugal		mu(year) {d}amar-{d}suen lugal	{d}amar-{d}suen
P212119	Hermitage 3, 199	@reverse	5	mu {d}amar-{d}suen lugal	mu {d}amar-{d}suen lugal		mu(year) {d}amar-{d}suen lugal	{d}amar-{d}suen
P212139	Hermitage 3, 200	@reverse	8	mu {d}amar-{d}suen lugal	mu {d}amar-{d}suen lugal		mu(year) {d}amar-{d}suen lugal	{d}amar-{d}suen
P212079	Hermitage 3, 201	@left	1	1(u) 1(disz)!	1(u) 1(dic)!			
P212089	Hermitage 3, 202	@reverse	4	mu {d}amar-{d}suen lugal	mu {d}amar-{d}suen lugal		mu(year) {d}amar-{d}suen lugal	{d}amar-{d}suen
P211455	Hermitage 3, 203	@left	1	5(disz)	5(dic)			
P212051	Hermitage 3, 204	@left	1	6(disz)	6(dic)			
P211608	Hermitage 3, 205	@reverse	6	mu {d}amar-{d}suen lugal	mu {d}amar-{d}suen lugal		mu(year) {d}amar-{d}suen lugal	{d}amar-{d}suen
P212108	Hermitage 3, 206	@left	1	1(u) 1(disz)	1(u) 1(dic)			
P212109	Hermitage 3, 207	@left	1	2(u) 7(disz)	2(u) 7(dic)			
P212078	Hermitage 3, 208	@left	1	4(disz)	4(dic)			
P211655	Hermitage 3, 209	@left	1	1(u) la2 1(disz@t)	1(u) la2 1(dic@t)			
P211838	Hermitage 3, 210	@left	1	3(gesz2) 1(u) 7(disz)	3(gec2) 1(u) 7(dic)			
P211920	Hermitage 3, 211	@left	1	3(u) la2 1(disz@t)	3(u) la2 1(dic@t)			
P212064	Hermitage 3, 212	@left	1	1(gesz2) 2(u) 2(disz)	1(gec2) 2(u) 2(dic)			
P212104	Hermitage 3, 213	@left	1	5(u) 3(disz)	5(u) 3(dic)			
P212117	Hermitage 3, 214	@left	1	4(disz)	4(dic)			
P212061	Hermitage 3, 215	@left	1	1(u) 4(disz) udu	1(u) 4(dic) udu			
P212094	Hermitage 3, 216	@left	1	1(gesz'u)	1(gec'u)			
P212103	Hermitage 3, 217	@left	1	2(gesz2) 1(u)	2(gec2) 1(u)			
P212126	Hermitage 3, 218	@left	1	1(u) 8(disz)	1(u) 8(dic)			
P212110	Hermitage 3, 219	@left	1	2(u) la2 1(disz@t) udu	2(u) la2 1(dic@t) udu			
P211671	Hermitage 3, 220	@reverse	5	mu {d}gu-za {d}en-lil2-la2 ba-dim2	mu {d}gu-za {d}en-lil2-la2 ba-dim2		mu(year) {d}gu-za {d}en-lil2-la2 ba-dim2	{d}gu-za
P212088	Hermitage 3, 221	@left	1	3(u) 4(disz)	3(u) 4(dic)			
P212070	Hermitage 3, 222	@left	1	1(u) 1(disz)	1(u) 1(dic)			
P212071	Hermitage 3, 223	@left	1	1(gesz2) 3(u) 2(disz)	1(gec2) 3(u) 2(dic)			
P211598	Hermitage 3, 224	@left	1	2(gesz2) 1(u)	2(gec2) 1(u)			
P212217	Hermitage 3, 225	@left	1	2(disz)	2(dic)			
P211612	Hermitage 3, 226	@reverse	5	mu en {d}nanna ba-hun	mu en {d}nanna ba-hun		mu(year) en {d}nanna ba-hun	ba-hun
P212143	Hermitage 3, 227	@left	1	8(disz)	8(dic)			
P212080	Hermitage 3, 228	@left	1	2(u) udu	2(u) udu			
P212150	Hermitage 3, 229	@left	1	3(disz) udu	3(dic) udu			
P212147	Hermitage 3, 230	@left	1	4(disz) udu	4(dic) udu			
P211990	Hermitage 3, 231	@left	1	4(disz) gu4	4(dic) gu4			
P211968	Hermitage 3, 232	@left	1	2(disz) gu4 5(disz) udu	2(dic) gu4 5(dic) udu			
P211980	Hermitage 3, 233	@left	1	5(gesz2) 4(u) 7(disz)	5(gec2) 4(u) 7(dic)			
P211657	Hermitage 3, 234	@reverse	4	mu en-mah#-gal-an-na en {d}nanna ba-hun	mu en-mah#-gal-an-na en {d}nanna ba-hun		mu(year) en-mah#-gal-an-na en {d}nanna ba-hun	
P212128	Hermitage 3, 235	@left	1	5(gesz2) 3(u) 5(disz)	5(gec2) 3(u) 5(dic)			
P212106	Hermitage 3, 236	@left	1	3(u)	3(u)			
P211513	Hermitage 3, 237	@left	1	3(disz) gu4 4(u) 5(disz) [udu]	3(dic) gu4 4(u) 5(dic) [udu]			
P211599	Hermitage 3, 238	@left	1	1(u) 6(disz) gu4 4(u) udu	1(u) 6(dic) gu4 4(u) udu			
P212162	Hermitage 3, 239	@left	1	3(u)	3(u)			
P212156	Hermitage 3, 240	@left	1	2(disz) udu	2(dic) udu			
P212011	Hermitage 3, 241	@column 2	4	ARAD2-zu#	ARAD2-zu#			
P211710	Hermitage 3, 242	@left	1	1(u)	1(u)			
P211707	Hermitage 3, 243	@left	1	1(disz) gu4 8(disz) udu	1(dic) gu4 8(dic) udu			
P212093	Hermitage 3, 244	@left	1	1(u) la2 1(disz@t) udu	1(u) la2 1(dic@t) udu			
P211590	Hermitage 3, 245	@left	1	1(disz)	1(dic)			
P211961	Hermitage 3, 246	@left	1	8(disz) udu	8(dic) udu			
P212056	Hermitage 3, 247	@left	1	4(disz)	4(dic)			
P212167	Hermitage 3, 248	@left	1	1(disz)	1(dic)			
P211947	Hermitage 3, 249	@reverse	9	mu en-unu6-e ba-hun	mu en-unu6-e ba-hun		mu(year) en-unu6-e ba-hun	
P212159	Hermitage 3, 250	@left	1	8(disz)	8(dic)			
P211717	Hermitage 3, 251	@left	1	3(disz) gu4 2(u) udu	3(dic) gu4 2(u) udu			
P212060	Hermitage 3, 252	@left	1	5(disz)	5(dic)			
P211971	Hermitage 3, 253	@left	1	6(disz)	6(dic)			
P212107	Hermitage 3, 254	@left	1	1(disz)	1(dic)			
P212005	Hermitage 3, 255	@left	1	1(u) la2 1(disz@t)	1(u) la2 1(dic@t)			
P212072	Hermitage 3, 256	@left	1	1(u) 2(disz)	1(u) 2(dic)			
P212168	Hermitage 3, 257	@reverse	3	mu en-unu6-gal {d}inanna unu{ki} ba-hun	mu en-unu6-gal {d}inanna unu{ki} ba-hun		mu(year) en-unu6-gal {d}inanna unu{ki} ba-hun	unu{ki}
P211932	Hermitage 3, 258	@left	1	7(disz)	7(dic)			
P211943	Hermitage 3, 259	@left	1	2(disz) gu4 2(disz) udu	2(dic) gu4 2(dic) udu			
P212054	Hermitage 3, 260	@left	1	7(disz)#	7(dic)#			
P212074	Hermitage 3, 261	@left	1	2(disz)	2(dic)			
P212151	Hermitage 3, 262	@left	1	4(disz)	4(dic)			
P211964	Hermitage 3, 263	@reverse	5	mu en-unu6-gal {d}inanna ba-hun	mu en-unu6-gal {d}inanna ba-hun		mu(year) en-unu6-gal {d}inanna ba-hun	ba-hun
P212007	Hermitage 3, 264	@left	1	1(disz) gu4	1(dic) gu4			
P212013	Hermitage 3, 265	@left	1	1(u) 1(disz)	1(u) 1(dic)			
P212177	Hermitage 3, 266	@left	1	2(u) 7(disz)	2(u) 7(dic)			
P211510	Hermitage 3, 267	@left	1	3(u) 7(disz)	3(u) 7(dic)			
P212029	Hermitage 3, 268	@left	1	1(gesz2) la2 1(u)	1(gec2) la2 1(u)			
P211652	Hermitage 3, 269	@left	1	5(gesz2) 2(u) udu	5(gec2) 2(u) udu			
P211651	Hermitage 3, 270	@left	1	1(disz)	1(dic)			
P211656	Hermitage 3, 271	@left	1	3(disz)	3(dic)			
P212050	Hermitage 3, 272	@left	1	4(disz)	4(dic)			
P212004	Hermitage 3, 273	@left	1	6(disz)	6(dic)			
P212120	Hermitage 3, 274	@left	1	1(u)	1(u)			
P212118	Hermitage 3, 275	@left	1	3(disz)	3(dic)			
P212085	Hermitage 3, 276	@left	1	7(disz) gu4 9(gesz2) 7(disz) udu	7(dic) gu4 9(gec2) 7(dic) udu			
P211607	Hermitage 3, 277	@left	1	8(disz) udu	8(dic) udu			
P211650	Hermitage 3, 278	@left	1	1(u) gu4 1(gesz2) 1(u) udu	1(u) gu4 1(gec2) 1(u) udu			
P211951	Hermitage 3, 279	@left	1	2(disz)	2(dic)			
P211970	Hermitage 3, 280	@left	1	4(disz)	4(dic)			
P212223	Hermitage 3, 281	@left	1	4(disz)	4(dic)			
P212166	Hermitage 3, 282	@left	1	1(disz) gu4 3(u) 1(disz) udu	1(dic) gu4 3(u) 1(dic) udu			
P212009	Hermitage 3, 283	@left	1	1(u) 6(disz)	1(u) 6(dic)			
P211950	Hermitage 3, 284	@left	1	2(gesz2) 5(u) 8(disz)	2(gec2) 5(u) 8(dic)			
P211944	Hermitage 3, 285	@left	1	1(disz) gu4 4(u) 1(disz) udu	1(dic) gu4 4(u) 1(dic) udu			
P212081	Hermitage 3, 286	@left	1	1(disz) gu4 4(u) 1(disz) udu	1(dic) gu4 4(u) 1(dic) udu			
P211945	Hermitage 3, 287	@left	1	1(gesz2) 1(u) 3(disz) udu	1(gec2) 1(u) 3(dic) udu			
P212127	Hermitage 3, 288	@left	1	2(u) 5(disz)	2(u) 5(dic)			
P212097	Hermitage 3, 289	@left	1	3(u) 7(disz)	3(u) 7(dic)			
P212182	Hermitage 3, 290	@left	1	7(disz)!	7(dic)!			
P212146	Hermitage 3, 291	@left	1	5(disz)	5(dic)			
P211952	Hermitage 3, 292	@left	1	8(disz)	8(dic)			
P211654	Hermitage 3, 293	@left	1	3(disz)	3(dic)			
P212145	Hermitage 3, 294	@left	1	4(disz)	4(dic)			
P212012	Hermitage 3, 295	@left	1	3(disz)	3(dic)			
P212138	Hermitage 3, 296	@left	1	4(u) 7(disz)	4(u) 7(dic)			
P211474	Hermitage 3, 297	@left	1	1(disz) gu4 2(disz) udu	1(dic) gu4 2(dic) udu			
P212047	Hermitage 3, 298	@left	1	1(u) 1(disz)	1(u) 1(dic)			
P212183	Hermitage 3, 299	@left	1	3(disz)	3(dic)			
P211974	Hermitage 3, 300	@left	1	2(disz)	2(dic)			
P211694	Hermitage 3, 301	@left	1	1(disz) udu	1(dic) udu			
P211591	Hermitage 3, 302	@reverse	3	mu en-unu6-gal {d}inanna ba-hun	mu en-unu6-gal {d}inanna ba-hun		mu(year) en-unu6-gal {d}inanna ba-hun	ba-hun
P212062	Hermitage 3, 303	@left	1	1(disz)	1(dic)			
P211937	Hermitage 3, 304	@left	1	2(disz) gu4	2(dic) gu4			
P211949	Hermitage 3, 305	@reverse	14	mu en-unu6-gal {d}inannna ba-hun	mu en-unu6-gal {d}inannna ba-hun		mu(year) en-unu6-gal {d}inannna ba-hun	ba-hun
P212017	Hermitage 3, 306	@seal 1	2	mu en {d}inanna ba-hun	mu en {d}inanna ba-hun		mu(year) en {d}inanna ba-hun	ba-hun
P212247	Hermitage 3, 307	@column 5	16	[mu] sza#-asz-ru{ki} ba-hul	[mu] ca#-ac-ru{ki} ba-hul		[mu(year)] sza#-asz-ru{ki} ba-hul	ba-hul
P211659	Hermitage 3, 308	@reverse	5	mu us2-sa en {d}inanna ba-hun	mu us2-sa en {d}inanna ba-hun		mu(year) us2-sa en {d}inanna ba-hun	
P212164	Hermitage 3, 309	@left	1	2(disz)	2(dic)			
P212160	Hermitage 3, 310	@reverse	3	mu sza-asz-ru{ki#} ba-hul	mu ca-ac-ru{ki#} ba-hul		mu(year) sza-asz-ru{ki#} ba-hul	sza-asz-ru{ki#}
P211973	Hermitage 3, 311	@left	1	2(disz) udu	2(dic) udu			
P211959	Hermitage 3, 312	@reverse	5	mu sza-asz-ru{ki} ba-hul	mu ca-ac-ru{ki} ba-hul		mu(year) sza-asz-ru{ki} ba-hul	sza-asz-ru{ki}
P211958	Hermitage 3, 313	@left	1	1(u) 8(disz)	1(u) 8(dic)			
P211670	Hermitage 3, 314	@left	1	2(disz) gu4	2(dic) gu4			
P211927	Hermitage 3, 315	@reverse	4	mu sza-asz-ru{ki} ba-hul	mu ca-ac-ru{ki} ba-hul		mu(year) sza-asz-ru{ki} ba-hul	sza-asz-ru{ki}
P211719	Hermitage 3, 316	@left	1	1(gesz2)	1(gec2)			
P212008	Hermitage 3, 317	@left	1	1(u) 4(disz)	1(u) 4(dic)			
P211941	Hermitage 3, 318	@left	1	1(disz)	1(dic)			
P212174	Hermitage 3, 319	@reverse	4	mu sza-asz-ru{ki} ba-hul	mu ca-ac-ru{ki} ba-hul		mu(year) sza-asz-ru{ki} ba-hul	sza-asz-ru{ki}
P212149	Hermitage 3, 320	@left	1	7(disz)	7(dic)			
P212175	Hermitage 3, 321	@left	1	8(disz)	8(dic)			
P212155	Hermitage 3, 322	@left	1	1(disz) gu4 1(u) 6(disz) udu	1(dic) gu4 1(u) 6(dic) udu			
P211962	Hermitage 3, 323	@left	1	3(disz)	3(dic)			
P212148	Hermitage 3, 324	@left	1	1(disz) udu	1(dic) udu			
P211963	Hermitage 3, 325	@reverse	5	mu hu-uh2-nu-ri{ki} ba-hul	mu hu-uh2-nu-ri{ki} ba-hul		mu(year) hu-uh2-nu-ri{ki} ba-hul	
P212015	Hermitage 3, 326	@left	1	2(u) 2(disz) udu	2(u) 2(dic) udu			
P211661	Hermitage 3, 327	@reverse	4	mu hu-uh2-nu-ri{ki} ba-hul	mu hu-uh2-nu-ri{ki} ba-hul		mu(year) hu-uh2-nu-ri{ki} ba-hul	
P211680	Hermitage 3, 328	@left	1	1(u) 3(disz)	1(u) 3(dic)			
P211664	Hermitage 3, 329	@left	1	1(disz)	1(dic)			
P211939	Hermitage 3, 330	@left	1	4(disz)	4(dic)			
P212165	Hermitage 3, 331	@left	1	1(disz)	1(dic)			
P212176	Hermitage 3, 332	@reverse	5	mu hu-uh2-nu-ri{ki} ba-hul	mu hu-uh2-nu-ri{ki} ba-hul		mu(year) hu-uh2-nu-ri{ki} ba-hul	
P212161	Hermitage 3, 333	@left	1	6(disz)#	6(dic)#			
P211498	Hermitage 3, 334	@left	1	3(u) 2(disz)	3(u) 2(dic)			
P211502	Hermitage 3, 335	@left	1	7(disz)	7(dic)			
P211716	Hermitage 3, 336	@left	1	2(u) 6(disz)!	2(u) 6(dic)!			
P211882	Hermitage 3, 337	@reverse	15	mu en-eridu{ki} ba-hun-sze3	mu en-eridu{ki} ba-hun-ce3		mu(year) en-eridu{ki} ba-hun-sze3	
P211686	Hermitage 3, 338	@left	1	8(disz) udu	8(dic) udu			
P212163	Hermitage 3, 339	@left	1	4(disz)	4(dic)			
P211706	Hermitage 3, 340	@left	1	4(u)#	4(u)#			
P211960	Hermitage 3, 341	@left	1	2(u) 5(disz)	2(u) 5(dic)			
P211660	Hermitage 3, 342	@left	1	2(disz)	2(dic)			
P211653	Hermitage 3, 343	@left	1	1(gesz2) 5(u) udu	1(gec2) 5(u) udu			
P212158	Hermitage 3, 344	@left	1	1(disz) udu	1(dic) udu			
P212153	Hermitage 3, 345	@left	1	1(u) 2(disz)	1(u) 2(dic)			
P212180	Hermitage 3, 346	@left	1	1(disz)	1(dic)			
P211940	Hermitage 3, 347	@left	1	mu en {d}nanna kar-zi-da ba-hun	mu en {d}nanna kar-zi-da ba-hun		mu(year) en {d}nanna kar-zi-da ba-hun	kar-zi-da
P211611	Hermitage 3, 348	@left	1	3(disz) udu	3(dic) udu			
P211672	Hermitage 3, 349	@left	1	1(disz)	1(dic)			
P211687	Hermitage 3, 350	@left	1	5(disz)	5(dic)			
P212157	Erm 14856	@left	1	3(u)#	3(u)#			
P211821	Hermitage 3, 352	@left	1	1(disz) gu4 2(gesz2) 3(u) 6(disz) udu	1(dic) gu4 2(gec2) 3(u) 6(dic) udu			
P211500	Hermitage 3, 353	@left	1	1(disz) gu4 5(disz) udu	1(dic) gu4 5(dic) udu			
P211955	Hermitage 3, 354	@left	1	6(disz)	6(dic)			
P211709	Hermitage 3, 355	@left	1	4(disz) gu4	4(dic) gu4			
P211696	Hermitage 3, 356	@left	1	4(disz) gu4	4(dic) gu4			
P212031	Hermitage 3, 357	@seal 1	3	dumu u2-na-ab-sze-en6	dumu u2-na-ab-ce-en6		dumu(year) u2-na-ab-sze-en6	
P211571	Hermitage 3, 358	@left	1	2(u) 1(disz)	2(u) 1(dic)			
P212040	Hermitage 3, 359	@left	1	2(u) 6(disz) udu	2(u) 6(dic) udu			
P211711	Hermitage 3, 360	@left	1	1(gesz2) 3(disz) udu	1(gec2) 3(dic) udu			
P212186	Hermitage 3, 361	@left	1	2(u) 2(disz) udu	2(u) 2(dic) udu			
P211972	Hermitage 3, 362	@left	1	5(disz) udu	5(dic) udu			
P212178	Hermitage 3, 363	@reverse	6	mu ma2-dara3-abzu ba-du8	mu ma2-dara3-abzu ba-du8		mu(year) ma2-dara3-abzu ba-du8	
P211669	Hermitage 3, 364	@left	1	2(disz)	2(dic)			
P211722	Hermitage 3, 365	@left	1	1(u) 6(disz)	1(u) 6(dic)			
P211509	Hermitage 3, 366	@reverse	3	mu ma2-dara3-abzu {d}en-ki-ka ba-ab-du8	mu ma2-dara3-abzu {d}en-ki-ka ba-ab-du8		mu(year) ma2-dara3-abzu {d}en-ki-ka ba-ab-du8	ba-ab-du8
P212199	Hermitage 3, 367	@left	1	1(u) 2(disz) udu	1(u) 2(dic) udu			
P211948	Hermitage 3, 368	@left	1	2(disz) gu4 1(gesz2) 2(u) 4(disz) udu 1(disz) masz-da3	2(dic) gu4 1(gec2) 2(u) 4(dic) udu 1(dic) mac-da3			
P211936	Hermitage 3, 369	@reverse	2	mu ma2-dara3-abzu [{d}en-ki] ba-ab-du8	mu ma2-dara3-abzu [{d}en-ki] ba-ab-du8		mu(year) ma2-dara3-abzu [{d}en-ki] ba-ab-du8	
P211501	Hermitage 3, 370	@left	1	1(disz) gu4 7(disz) udu	1(dic) gu4 7(dic) udu			
P211705	Hermitage 3, 371	@left	1	5(disz)	5(dic)			
P211714	Hermitage 3, 372	@left	1	5(disz)	5(dic)			
P211938	Hermitage 3, 373	@left	1	4(u) 9(disz) udu	4(u) 9(dic) udu			
P212259	Hermitage 3, 374	@seal 1	3	dumu-szu-{d}iszkur	dumu-cu-{d}ickur		dumu(year)-szu-{d}iszkur	
P211909	Hermitage 3, 375	@seal 1	12	mu us2-sa {d}szu-{d}suen lugal uri5{ki}-ma-ke4 bad3 mar-tu mu-ri-iq-ti-id-ni-im mu-du3	mu us2-sa {d}cu-{d}suen lugal uri5{ki}-ma-ke4 bad3 mar-tu mu-ri-iq-ti-id-ni-im mu-du3		mu(year) us2-sa {d}szu-{d}suen lugal uri5{ki}-ma-ke4 bad3 mar-tu mu(year)-ri-iq-ti-id-ni-im mu(year)-du3	us2-sa
P211956	Hermitage 3, 376	@left	1	5(disz)	5(dic)			
